Designation,H Mag,Mean Mag (r Band),Number of Observations,Arc (days),LS peak / Adopted Fourier (hr),Period display,LS peak period (hr),Adopted period (hr),Adopted K,2P candidate (hr),ΔBIC(2P−P),Amplitude (Fourier),g - r,g - i,r - i,Axial Elongation,Reliability,Bootstrap top_frac,Bootstrap n_unique_winners,Bootstrap family_size,Ambiguous candidates (P_hr:frac),pipeline_version,run_id_utc,outdir,final_row_path
2025 MC40,19.63895616371539,23.896291666666663,68,6.001598298611111,5.88 / 9.45,LS_peak=5.88 h; Adopted=9.45 h,5.879116700680272,9.445138306010929,2,,,0.4049176232446487,0.5070562099928466,0.7604917064779713,0.2534354964851246,1.4520014474514291,insufficient,0.5025,6,8,9.445:0.502; 5.054:0.302; 1.391:0.135; 2.527:0.033; 1.795:0.020,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC40,C:\Users\vikas\Downloads\ls_outputs\2025_MC40\step14_final_summary.csv
2025 MC41,18.629450471932,22.83476470588235,62,2.1254173032407406,16.32 / 4.44,LS_peak=16.32 h; Adopted=4.44 h,16.32320488888889,4.435653502415459,4,8.871307004830918,4.470600159869207,0.5789787362583781,0.6504853384333451,0.7919435805371329,0.1414582421037877,1.704478370563713,ambiguous,0.58,4,8,4.436:0.580; 10.882:0.280; 6.477:0.090; 0.824:0.050; 1.679:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC41,C:\Users\vikas\Downloads\ls_outputs\2025_MC41\step14_final_summary.csv
2025 MC42,19.103973934314727,22.782064516129036,59,2.1239497106481484,0.18 / 2.60,LS_peak=0.18 h; Adopted=2.60 h,0.1786238915656787,2.5974416843595187,2,5.194883368719037,3.815865098771795,0.1949450813593251,0.4848443603837005,0.4640679366594007,-0.0207764237242997,1.1966799993836028,insufficient,0.3075,6,8,2.597:0.307; 1.009:0.268; 0.194:0.172; 2.812:0.125; 0.179:0.090,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC42,C:\Users\vikas\Downloads\ls_outputs\2025_MC42\step14_final_summary.csv
2025 MC43,19.6150734719971,23.11563636363637,281,12.046303101851851,0.80 / 0.80,LS_peak=0.80 h; Adopted=0.80 h,0.8022511951285313,0.8022511951285313,2,1.6045023902570623,6.5944163762777634,0.1429807360477468,0.608474227982871,0.7936647708636926,0.1851905428808216,1.1407547726092993,reliable,0.6075,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC43,C:\Users\vikas\Downloads\ls_outputs\2025_MC43\step14_final_summary.csv
2025 MC44,18.782584950418705,23.88340909090909,70,4.116126203703704,43.91 / 43.91,LS_peak=43.91 h; Adopted=43.91 h,43.90534617283949,43.90534617283949,2,,,0.4276614663197237,0.5089713884936877,0.815349515738987,0.3063781272452992,1.482738575665233,insufficient,0.625,6,8,43.905:0.625; 0.248:0.237; 5.811:0.048; 0.682:0.043; 0.341:0.035,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC44,C:\Users\vikas\Downloads\ls_outputs\2025_MC44\step14_final_summary.csv
2025 MC45,19.41699280651454,23.37175,81,9.03630849537037,30.98 / 61.96,LS_peak=30.98 h; Adopted=61.96 h,30.98162912698413,61.96325825396826,2,,,0.6816666468511576,0.4599180585898992,0.5288474235473686,0.0689293649574693,1.873555914543861,insufficient,0.3525,8,8,4.702:0.352; 61.963:0.350; 30.982:0.100; 13.449:0.062; 26.899:0.043,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC45,C:\Users\vikas\Downloads\ls_outputs\2025_MC45\step14_final_summary.csv
2025 MC46,18.97736016269948,23.587542056074767,176,5.998689201388888,6.43 / 8.93,LS_peak=6.43 h; Adopted=8.93 h,6.434348193668529,8.928281602067184,2,17.856563204134368,6.705405753459445,0.5448445547303297,0.378148711047686,0.6689830727877641,0.2908343617400781,1.651725303153483,insufficient,0.2175,8,8,5.029:0.217; 17.857:0.198; 8.928:0.185; 19.521:0.145; 12.869:0.128,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC46,C:\Users\vikas\Downloads\ls_outputs\2025_MC46\step14_final_summary.csv
2025 MC47,18.247220980992928,23.04758823529411,109,2.129773506944445,21.52 / 0.40,LS_peak=21.52 h; Adopted=0.40 h,21.521921754385968,0.4020811340544084,3,0.8041622681088169,4.322199819681487,0.2217466707292704,0.5491405521567394,0.73780385189065,0.1886632997339106,1.226587877777145,ambiguous,0.6025,5,8,0.402:0.603; 6.704:0.125; 0.804:0.122; 0.607:0.113; 0.176:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC47,C:\Users\vikas\Downloads\ls_outputs\2025_MC47\step14_final_summary.csv
2025 MC48,18.358491544668105,22.878445783132527,384,12.047350694444445,33.04 / 13.85,LS_peak=33.04 h; Adopted=13.85 h,33.04416190476191,13.850846307385227,2,27.701692614770455,8.261315228455658,0.0993161148085268,0.5015403262433686,0.6349327171970067,0.133392390953638,1.0957877622382604,insufficient,0.2725,8,8,0.217:0.273; 13.851:0.258; 0.156:0.168; 0.311:0.152; 27.702:0.070,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC48,C:\Users\vikas\Downloads\ls_outputs\2025_MC48\step14_final_summary.csv
2025 MC49,19.21304788404624,23.3161,37,2.122923900462963,0.49 / 0.53,LS_peak=0.49 h; Adopted=0.53 h,0.4922722088030059,0.5349099591717703,2,1.0698199183435406,8.872280630852927,0.4104910308872274,0.546736661261015,0.5254527393113868,-0.0212839219496281,1.4594741672237563,insufficient,0.5425,5,8,0.535:0.542; 3.369:0.172; 2.782:0.163; 1.510:0.090; 2.564:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC49,C:\Users\vikas\Downloads\ls_outputs\2025_MC49\step14_final_summary.csv
2025 MC5,19.45005361977798,23.527490740740745,216,9.03771570601852,37.72 / 37.72,LS_peak=37.72 h; Adopted=37.72 h,37.72263946859903,37.72263946859903,2,75.44527893719805,0.195567763032102,0.3898588588883083,0.4464343257338115,0.5875579222610838,0.1411235965272723,1.432001733008453,insufficient,0.3,8,8,37.723:0.300; 10.148:0.140; 29.164:0.130; 75.445:0.115; 14.582:0.092,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC5,C:\Users\vikas\Downloads\ls_outputs\2025_MC5\step14_final_summary.csv
2025 MC50,18.98259035380883,23.69675,40,5.998150196759259,42.65 / 42.65,LS_peak=42.65 h; Adopted=42.65 h,42.65351251028807,42.65351251028807,2,,,0.989813646961434,0.3233371323315417,0.8684661955537756,0.5451290632222339,2.488430173713753,insufficient,0.2825,8,8,42.654:0.282; 18.879:0.217; 1.140:0.177; 3.751:0.115; 9.440:0.087,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC50,C:\Users\vikas\Downloads\ls_outputs\2025_MC50\step14_final_summary.csv
2025 MC51,18.13805231982574,22.863592592592592,178,2.1337128009259256,1.25 / 4.20,LS_peak=1.25 h; Adopted=4.20 h,1.252822195039076,4.2017729002849,3,,,0.2302480604973932,0.5065471103478281,0.6051287550096163,0.0985816446617882,1.2362298452863791,insufficient,0.3975,4,8,4.202:0.398; 2.506:0.335; 5.690:0.235; 1.401:0.033; 2.101:0.000,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC51,C:\Users\vikas\Downloads\ls_outputs\2025_MC51\step14_final_summary.csv
2025 MC52,18.89785127249457,22.17259090909091,122,2.129773506944445,3.35 / 6.70,LS_peak=3.35 h; Adopted=6.70 h,3.3517746994535527,6.703549398907105,2,13.40709879781421,12.598246170439497,0.1332550537100961,0.4645478890988244,0.6125823936787818,0.1480345045799573,1.130581882095366,insufficient,0.5225,5,8,3.352:0.522; 6.704:0.195; 11.519:0.122; 1.842:0.122; 2.377:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC52,C:\Users\vikas\Downloads\ls_outputs\2025_MC52\step14_final_summary.csv
2025 MC53,18.00438876804508,22.543826271186443,508,12.03698420138889,110.05 / 110.05,LS_peak=110.05 h; Adopted=110.05 h,110.05242698412698,110.05242698412698,3,,,0.6634863462234515,0.5611939133317847,0.733081852655328,0.1718879393235433,1.84244502615929,ambiguous,0.6125,6,8,110.052:0.613; 60.818:0.292; 30.409:0.070; 26.873:0.020; 13.437:0.003,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC53,C:\Users\vikas\Downloads\ls_outputs\2025_MC53\step14_final_summary.csv
2025 MC54,17.88939960880821,22.494047904191618,342,9.015040393518518,27.05 / 54.09,LS_peak=27.05 h; Adopted=54.09 h,27.04512118055555,54.0902423611111,2,108.1804847222222,5.864409564868538,0.2296984452864394,0.5875155704530499,0.7925911645361445,0.2050755940830946,1.2356042064070645,ambiguous,0.5275,6,8,54.090:0.527; 27.045:0.347; 1.033:0.068; 1.386:0.028; 12.634:0.018,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC54,C:\Users\vikas\Downloads\ls_outputs\2025_MC54\step14_final_summary.csv
2025 MC55,18.872407444820883,23.42256818181818,134,12.043866203703704,1.03 / 2.14,LS_peak=1.03 h; Adopted=2.14 h,1.0254644395171226,2.1421234933868565,2,4.284246986773713,6.219408988079294,0.2089842339080614,0.5791160736219787,0.7345451230260913,0.1554290494041126,1.2122541891355203,insufficient,0.2925,8,8,2.142:0.292; 3.630:0.205; 9.477:0.140; 0.983:0.125; 19.270:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC55,C:\Users\vikas\Downloads\ls_outputs\2025_MC55\step14_final_summary.csv
2025 MC56,19.42059736595822,23.734384615384617,36,9.992866608796296,1.69 / 1.09,LS_peak=1.69 h; Adopted=1.09 h,1.6934072276159655,1.0885846178092988,2,2.1771692356185977,9.732398420235748,0.3896808810333407,0.6260270361869757,0.6974411654114014,0.0714141292244257,1.4317670132785534,insufficient,0.445,7,8,1.089:0.445; 1.974:0.230; 1.580:0.152; 0.397:0.102; 1.822:0.028,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC56,C:\Users\vikas\Downloads\ls_outputs\2025_MC56\step14_final_summary.csv
2025 MC57,19.820737324444583,23.33563636363636,79,11.01920939814815,5.26 / 0.28,LS_peak=5.26 h; Adopted=0.28 h,5.262905981205086,0.2824495299972558,2,,,0.2730221897419107,0.4996904024859745,0.5470317448722994,0.0473413423863249,1.2859049730584746,insufficient,0.4025,8,8,0.282:0.403; 8.600:0.185; 0.313:0.158; 6.982:0.105; 5.263:0.072,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC57,C:\Users\vikas\Downloads\ls_outputs\2025_MC57\step14_final_summary.csv
2025 MC58,19.832406772965317,23.75125757575757,79,4.08790099537037,10.06 / 20.13,LS_peak=10.06 h; Adopted=20.13 h,10.062525527065526,20.125051054131053,2,40.250102108262105,3.0442752455563493,0.472226758987306,0.5257072850499931,0.6846703543119723,0.1589630692619792,1.5448656031333787,insufficient,0.2775,6,8,2.590:0.278; 20.125:0.268; 5.489:0.242; 4.524:0.105; 41.309:0.080,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC58,C:\Users\vikas\Downloads\ls_outputs\2025_MC58\step14_final_summary.csv
2025 MC59,18.164709164003167,23.58465476190476,161,6.015526099537038,10.13 / 8.92,LS_peak=10.13 h; Adopted=8.92 h,10.131412378167642,8.918772286572286,2,17.837544573144573,4.612185931089016,0.245559309904378,0.4531222150860152,0.5788998513369492,0.1257776362509339,1.2537868887245702,insufficient,0.2825,8,8,0.833:0.282; 5.526:0.198; 6.489:0.130; 0.576:0.130; 8.919:0.107,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC59,C:\Users\vikas\Downloads\ls_outputs\2025_MC59\step14_final_summary.csv
2025 MC6,20.41696566346293,23.435138888888886,62,2.126335798611111,17.75 / 5.48,LS_peak=17.75 h; Adopted=5.48 h,17.750281449275366,5.479952662192394,2,10.959905324384788,1.9011490398898587,0.3114162202239949,0.7166463040941196,0.833706480017625,0.1170601759235054,1.33219097779236,insufficient,0.305,5,8,1.100:0.305; 5.480:0.285; 17.750:0.247; 0.485:0.113; 1.276:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC6,C:\Users\vikas\Downloads\ls_outputs\2025_MC6\step14_final_summary.csv
2025 MC60,20.190561806992108,24.014785714285715,35,9.990467893518518,0.43 / 0.45,LS_peak=0.43 h; Adopted=0.45 h,0.4295051132009752,0.4480658340470814,2,0.8961316680941629,1.5725373808079477,0.2612508666511812,0.3386711618082429,0.7599351741185032,0.4212640123102602,1.272038765446009,insufficient,0.4675,5,8,0.448:0.468; 0.483:0.247; 0.282:0.145; 0.759:0.090; 0.365:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC60,C:\Users\vikas\Downloads\ls_outputs\2025_MC60\step14_final_summary.csv
2025 MC61,19.462200410922502,23.00081632653061,138,12.042340405092594,18.95 / 18.95,LS_peak=18.95 h; Adopted=18.95 h,18.951879981785066,18.951879981785066,3,37.90375996357013,1.4682562392363252,1.091729569550005,0.5736809592443848,0.7205428507534002,0.1468618915090154,2.733328488145029,insufficient,0.2575,8,8,5.585:0.258; 11.170:0.170; 18.952:0.155; 7.294:0.152; 37.904:0.138,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC61,C:\Users\vikas\Downloads\ls_outputs\2025_MC61\step14_final_summary.csv
2025 MC62,18.11290968437225,23.68109375,60,2.1272978935185187,17.02 / 17.02,LS_peak=17.02 h; Adopted=17.02 h,17.018383148148146,17.018383148148146,2,,,0.4725130588290788,0.3914772030449214,0.7159387511194026,0.3244615480744812,1.5452730253927631,reliable,0.52,4,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC62,C:\Users\vikas\Downloads\ls_outputs\2025_MC62\step14_final_summary.csv
2025 MC63,18.272775516526703,22.943264705882356,75,9.019908599537038,0.28 / 2.41,LS_peak=0.28 h; Adopted=2.41 h,0.2808208936453885,2.412008984834417,2,4.824017969668834,14.694826369654564,0.3019903984726487,0.5249588452025904,0.7382087540652549,0.2132499088626644,1.3206756159198658,reliable,0.43,7,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC63,C:\Users\vikas\Downloads\ls_outputs\2025_MC63\step14_final_summary.csv
2025 MC64,20.55294053919185,23.77928125,76,8.976988206018518,4.22 / 4.89,LS_peak=4.22 h; Adopted=4.89 h,4.224465038126361,4.889593576044129,2,,,0.5704030275051359,0.5758033093569956,0.7059683960020173,0.1301650866450217,1.6910685432609125,insufficient,0.31,7,8,4.890:0.310; 4.431:0.282; 10.321:0.188; 8.449:0.107; 3.869:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC64,C:\Users\vikas\Downloads\ls_outputs\2025_MC64\step14_final_summary.csv
2025 MC65,18.75589801279288,23.627371428571436,53,2.112890300925926,15.60 / 15.60,LS_peak=15.60 h; Adopted=15.60 h,15.602882222222222,15.602882222222222,2,,,0.4095076397144826,0.5666194917157448,0.9175253941159908,0.3509059024002461,1.4581528663122545,insufficient,0.565,5,8,15.603:0.565; 4.507:0.203; 0.622:0.150; 1.132:0.050; 0.259:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC65,C:\Users\vikas\Downloads\ls_outputs\2025_MC65\step14_final_summary.csv
2025 MC66,20.88500524460425,23.762461538461537,28,12.031515208333332,0.72 / 0.72,LS_peak=0.72 h; Adopted=0.72 h,0.7189700964830377,0.7189700964830377,2,1.4379401929660751,0.2689047237422386,0.2733837021451573,0.4151871817052317,0.5279523262758339,0.1127651445706021,1.2863332059907304,insufficient,0.3075,5,8,1.438:0.307; 0.798:0.247; 0.386:0.245; 0.672:0.150; 1.597:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC66,C:\Users\vikas\Downloads\ls_outputs\2025_MC66\step14_final_summary.csv
2025 MC67,19.121851309528942,23.20232941176471,169,2.1263574074074074,3.46 / 6.92,LS_peak=3.46 h; Adopted=6.92 h,3.4598357815442564,6.919671563088513,2,13.839343126177026,11.185446700776057,0.3824117652988156,0.4429082996347659,0.5613297858767581,0.1184214862419921,1.422213203194015,reliable,0.755,4,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC67,C:\Users\vikas\Downloads\ls_outputs\2025_MC67\step14_final_summary.csv
2025 MC68,18.4621063640942,23.42853370786517,386,12.047299907407409,24.87 / 8.09,LS_peak=24.87 h; Adopted=8.09 h,24.871844970131427,8.087697839937842,2,16.175395679875685,12.09113063718894,0.3856198266399171,0.4813531656936725,0.5465661714202028,0.0652130057265303,1.426421678858412,insufficient,0.315,8,8,8.088:0.315; 24.872:0.163; 16.175:0.152; 12.239:0.117; 6.047:0.105,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC68,C:\Users\vikas\Downloads\ls_outputs\2025_MC68\step14_final_summary.csv
2025 MC69,19.45056088549673,23.69009174311927,205,9.039799398148148,43.39 / 15.36,LS_peak=43.39 h; Adopted=15.36 h,43.39103711111111,15.359659154375615,2,30.71931830875123,2.9983284932197307,0.2917895144742812,0.4236313511839036,0.6211866529459833,0.1975553017620797,1.3083254990069657,insufficient,0.2625,8,8,20.540:0.263; 5.528:0.263; 15.360:0.200; 30.719:0.107; 8.970:0.055,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC69,C:\Users\vikas\Downloads\ls_outputs\2025_MC69\step14_final_summary.csv
2025 MC7,20.84628426182026,23.88051219512195,70,12.043837997685186,1.61 / 3.02,LS_peak=1.61 h; Adopted=3.02 h,1.6125640833720751,3.020792809347558,2,6.041585618695116,5.951103929879963,0.2974234598877018,0.5442878756512073,0.823185106082736,0.2788972304315287,1.3151321173065538,insufficient,0.6125,7,8,3.021:0.613; 1.730:0.160; 2.076:0.083; 2.680:0.072; 3.459:0.048,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC7,C:\Users\vikas\Downloads\ls_outputs\2025_MC7\step14_final_summary.csv
2025 MC70,21.25724996109985,23.82415625,39,6.018025706018518,0.48 / 0.48,LS_peak=0.48 h; Adopted=0.48 h,0.4760860879915763,0.4760860879915763,2,0.9521721759831526,0.2792872553182661,0.405594897539406,0.6648920093872341,,,1.4529074778809756,insufficient,0.5925,5,8,0.952:0.593; 4.514:0.203; 0.503:0.122; 0.412:0.050; 9.027:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC70,C:\Users\vikas\Downloads\ls_outputs\2025_MC70\step14_final_summary.csv
2025 MC71,19.904965661025685,23.90503125,52,12.042248900462964,4.99 / 12.63,LS_peak=4.99 h; Adopted=12.63 h,4.993761963042957,12.63449064966606,2,25.26898129933212,1.9302374100320705,0.3652639435130481,0.3197043702583926,0.7310771290483373,0.4113727587899447,1.3999276049533311,insufficient,0.28,8,8,17.127:0.280; 12.634:0.263; 37.292:0.130; 6.317:0.110; 8.563:0.083,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC71,C:\Users\vikas\Downloads\ls_outputs\2025_MC71\step14_final_summary.csv
2025 MC72,19.974660427433975,23.82555319148936,84,12.035021597222222,9.21 / 77.02,LS_peak=9.21 h; Adopted=77.02 h,9.20607229747676,77.02413822222223,2,,,0.92328201787615,0.5045117240962185,0.8402632591426666,0.3357515350464481,2.3405224282727435,insufficient,0.58,8,8,77.024:0.580; 7.221:0.152; 5.193:0.110; 10.385:0.087; 18.412:0.033,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC72,C:\Users\vikas\Downloads\ls_outputs\2025_MC72\step14_final_summary.csv
2025 MC73,18.211241958405395,23.32727741935484,302,12.0413425,1.67 / 1.67,LS_peak=1.67 h; Adopted=1.67 h,1.671683123644251,1.671683123644251,2,3.343366247288502,12.858899081416382,0.3236616188460842,0.4824510488866274,0.6638423902771109,0.1813913413904835,1.3473010478118668,reliable,0.565,8,8,,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC73,C:\Users\vikas\Downloads\ls_outputs\2025_MC73\step14_final_summary.csv
2025 MC74,20.011724865120577,23.760662162162163,147,12.044290497685186,40.57 / 15.11,LS_peak=40.57 h; Adopted=15.11 h,40.57024167641325,15.114403761801016,3,30.22880752360203,13.047956960151112,1.2915073692389365,0.4797831070693021,0.7724694301169279,0.2926863230476257,3.285511167449339,insufficient,0.295,8,8,15.114:0.295; 18.500:0.263; 40.570:0.155; 3.063:0.147; 30.229:0.055,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC74,C:\Users\vikas\Downloads\ls_outputs\2025_MC74\step14_final_summary.csv
2025 MC75,19.685000649440564,24.044333333333334,37,4.098027199074074,0.80 / 1.75,LS_peak=0.80 h; Adopted=1.75 h,0.8045206771188366,1.7484916049382715,2,3.496983209876543,2.985525071126027,0.4061792450987236,0.499715435986797,0.6902032822392741,0.190487846252477,1.4536896489500353,insufficient,0.4425,5,8,1.748:0.443; 2.709:0.235; 1.509:0.235; 1.354:0.050; 0.754:0.037,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC75,C:\Users\vikas\Downloads\ls_outputs\2025_MC75\step14_final_summary.csv
2025 MC76,19.83858466787261,24.06452380952381,26,4.076246898148148,28.99 / 28.99,LS_peak=28.99 h; Adopted=28.99 h,28.9866446090535,28.9866446090535,2,,,0.4291257118899177,0.5311541877146873,0.931232342618472,0.4000781549037846,1.4847395755674109,insufficient,0.3075,5,8,15.811:0.307; 28.987:0.285; 1.428:0.235; 9.487:0.122; 1.868:0.050,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC76,C:\Users\vikas\Downloads\ls_outputs\2025_MC76\step14_final_summary.csv
2025 MC77,18.903226842376306,23.75755555555556,104,12.045802407407407,0.79 / 0.75,LS_peak=0.79 h; Adopted=0.75 h,0.7917816029518049,0.7460626007168459,2,1.492125201433692,12.660096729893084,0.3517855300846282,0.3890980179804586,0.4207332097212948,0.0316351917408361,1.3826562210775448,ambiguous,0.47,8,8,0.746:0.470; 1.533:0.275; 4.553:0.113; 0.550:0.092; 0.373:0.020,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC77,C:\Users\vikas\Downloads\ls_outputs\2025_MC77\step14_final_summary.csv
2025 MC78,19.98443498597064,22.773705555555555,361,9.03135570601852,5.63 / 11.26,LS_peak=5.63 h; Adopted=11.26 h,5.629936024531025,11.25987204906205,2,11.25987204906205,0.5645450796563978,0.3632598885469891,0.6115353623427318,0.7747867782638131,0.1632514159210814,1.3973459979114549,insufficient,0.6225,8,8,5.630:0.623; 14.758:0.235; 9.102:0.072; 10.638:0.037; 21.276:0.010,UNKNOWN,2026-02-21T15:38:20Z,C:\Users\vikas\Downloads\ls_outputs\2025_MC78,C:\Users\vikas\Downloads\ls_outputs\2025_MC78\step14_final_summary.csv
