Designation,H Mag,Mean Mag,Number of Observations,Arc,Period,Amplitude,g - r,g - i,r - i,Axial Elongation,Reliability,Step11 ambiguous_flag,Step11 family id,Step11 family source,Step11 family bootstrap frac,Step11 strong bootstrap override,Boot harmonic winner flag,Boot harmonic winner flag suppressed,Boot harmonic winner P hr,Step11 global ranking method,Step11 family score role,Additional periods (hr),Additional periods n,Additional periods dBIC,adopt_oe_ratio,adopt_bic_gap_2P,adopt_boot_frac_2P,adopt_boot_frac_base,adopt_morph_force_2p,adopt_prefer_2P,adopt_prefer_2P_reason,adopt_delta_BIC_2P_vs_P,adopt_amp_ratio_2p,adopt_amp_ratio_ok,adopt_combined_ev_2p,adopt_boot_veto_2p,needs_human_review_2p
2025 ME68,22.06462076005847,23.510643678160918,191,12.041342499999999,0.9472566621141764,0.6042246457820432,0.5483233290524012,0.7899646960665656,0.2416413670141644,1.7445758581514061,ambiguous,False,STEP8_1,step8,0.9175,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,0.474|0.483,2,8.12|28.18,0.27160435964388574,0.0,0.79,0.1275,False,True,"combined-evidence 2P v54 (dBIC=-8.12, oe_ratio=0.272, amp_ratio=1.190)",-8.117901790647409,1.1897994431885497,True,True,False,False
2025 MF76,19.551875773583916,21.82217475728154,214,6.016566296296296,4.051973219954648,0.17446108338628347,0.5589514615738906,0.7097839390221523,0.15083247744826167,1.174314526857532,insufficient,True,STEP8_1,step8,0.495,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.026|2.215|3.733|1.866,4,9.13|28.90|30.02|37.90,0.7308469595803098,0.0,0.3325,0.1625,False,True,"combined-evidence 2P v54 (dBIC=-9.13, oe_ratio=0.731, amp_ratio=1.319)",-9.127445722371647,1.3185407159754146,True,True,False,False
2025 MG17,17.66571888296764,22.758230769230767,272,6.01405619212963,4.276662181069959,0.3538058425857108,0.4609996835529344,0.5924203726111941,0.13142068905825965,1.3852314305926352,insufficient,True,STEP8_1,step8,0.72,False,False,True,4.27666218107,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.138|4.697|2.349|3.925,4,0.49|10.04|19.21|32.44,0.2785365746205323,0.0,0.405,0.315,False,True,soft intra-family 2P promotion,-0.48572253578788605,1.0100475947024774,False,False,False,False
2025 MG56,19.632661237931508,22.855151898734178,212,12.047350694444445,0.26447419772848535,0.7108520340147614,0.46709310989536235,0.6349379063146081,0.16784479641924577,1.924601471931931,ambiguous,False,STEP8_1,step8,1.0,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,0.132,1,0.00,0.18587999959225507,2.616589950490777,0.345,0.655,True,True,morphology-forced 2P (oe_ratio=0.186 <= 0.2),2.616589950490777,1.041160162591742,False,False,False,False
2025 MH40,19.922375910754674,22.561156069364163,362,9.038231203703704,3.4376790632153553,0.680606653104285,0.4176968060621533,0.5337059255760295,0.11600911951387616,1.871727672633006,insufficient,True,STEP8_4,step8,0.5,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,6.875|4.811|6.010,3,0.00|4.57|7.32,0.49075020579121253,0.0,0.095,0.405,False,False,None,-1.2323394433345811,1.003288514876767,False,False,True,False
2025 MH69,19.80392257318762,23.11620567375886,280,12.040803900462963,6.720448688630491,0.6422017262457937,0.6087476602030435,0.8057958723257315,0.19704821212268797,1.8066777268175571,ambiguous,True,STEP8_1,step8,0.79,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,3.360|7.821|3.910,3,11.98|23.85|31.65,0.6123118220042322,0.0,0.46,0.33,False,True,"combined-evidence 2P v54 (dBIC=-11.98, oe_ratio=0.612, amp_ratio=1.029)",-11.975994154330863,1.0285546456972134,False,True,False,False
2025 MH75,19.557007535800487,22.667639175257737,398,12.036478206018518,4.22641517109648,0.3893934667176805,0.5890101162060049,0.8625490148961035,0.2735388986900986,1.4313880484138497,reliable,False,STEP8_2,step8,0.895,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,,0,,0.3026822156808064,0.0,0.895,0.0,False,True,final post-adoption 2P sanity override,-57.55940298779194,1.2256013163773656,True,True,False,False
2025 MH86,18.776259675460754,23.00092233009709,455,12.035501898148148,4.838392722873627,0.5084882677267714,0.4511853503205465,0.595470250451104,0.1442849001305575,1.5973324227688912,insufficient,True,STEP8_1,step8,0.35500000000000004,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.197|4.393|2.419,3,1.74|3.77|26.22,0.2362735856413188,0.0,0.33,0.025,False,True,BIC-dominant 2P physical promotion,-26.217744285324102,1.0806412854530727,False,True,False,False
2025 MJ13,21.77090170937812,23.06160606060606,115,10.02022420138889,4.392427047184171,0.5419940264369094,0.39126109678324283,0.5169621942674674,0.12570109748422453,1.6473944956852917,insufficient,True,STEP8_4,step8,0.3825,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.693|2.419|2.196|4.838|2.011|5.386,6,10.02|16.52|17.47|22.04|25.01|28.65,0.6262811742229665,0.0,0.3725,0.0,False,True,"combined-evidence 2P v54 (dBIC=-17.47, oe_ratio=0.626, amp_ratio=0.991)",-17.4721112777942,0.9905487837844665,False,True,False,False
2025 MJ21,19.52658700821448,22.216645669291342,256,4.07951849537037,1.690992122433314,0.21508875580907294,0.39173792705013,0.4903499603211898,0.09861203327105983,1.2190892518884127,insufficient,True,STEP8_1,step8,0.555,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,1.819|3.638|3.382|3.938|1.581|1.969,6,1.34|4.80|6.10|12.51|22.74|39.64,0.2927227057240265,6.1014630449775495,0.04,0.515,False,False,None,6.1014630449775495,0.9567776779555702,False,False,False,False
2025 MJ23,18.441702679029103,22.685983050847458,121,2.126335798611111,3.693109544956141,0.7793209516741589,0.595840695016129,0.7626390423156124,0.1667983472994834,2.049879728476034,insufficient,True,STEP8_1,step8,0.3975,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,7.386|4.343|8.686|3.210,4,2.85|5.12|8.68|33.67,0.2992305132589072,2.8541308676340122,0.2025,0.195,False,False,None,2.8541308676340122,1.0497226643762168,False,False,False,False
2025 MJ30,18.58370899991003,22.824933962264154,271,12.036519594907407,5.603811256600926,0.46648145056417856,0.501824727651055,0.6781904324482291,0.17636570479717406,1.5367123453008062,ambiguous,True,STEP8_3,step8,0.7925,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.802|5.013|2.507,3,16.83|21.62|26.36,0.3046535645909226,0.0,0.665,0.1275,False,True,final post-adoption 2P sanity override,-16.83081207423544,1.0578249030047564,False,True,False,False
2025 MJ71,23.726752033199187,23.44197540983606,253,6.02151019675926,0.03117261534129039,0.38316122808509157,0.5717596631411226,0.7507195109083717,0.17895984776724916,1.423195268481721,reliable,False,STEP8_1,step8,1.0,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,0.062,1,19.94,0.6332200242950082,19.943833610436513,0.0,1.0,False,False,None,19.943833610436513,0.9886252388349525,False,False,False,False
2025 MJ79,20.792082472790206,23.924323529411765,63,6.011616388888889,0.047365346756764154,0.27078920402618895,0.461720989286615,,,1.2832630267930585,insufficient,True,STEP8_1,step8,0.625,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,0.095|0.483|0.493|0.956|0.213|0.503,6,1.03|1.25|2.08|3.20|4.43|4.64,,1.0260637680949927,0.0575,0.5675,False,False,None,1.0260637680949927,0.975795049281779,False,False,False,False
2025 MK23,21.023164008414774,22.581416666666666,112,12.043354502314815,6.185691806636403,1.2299400953797286,0.5962174366793178,0.5612010857732876,-0.03501635090603017,3.104388301279913,insufficient,True,STEP8_3,step8,0.3875,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,5.475,1,9.29,0.24445225213216532,0.0,0.2525,0.135,False,True,BIC-dominant 2P physical promotion,-100.9393422777103,1.1972250120725973,True,True,False,False
2025 MK41,20.133734787139982,22.171035294117647,402,12.045279097222222,0.06276704415716004,0.29091313545633074,0.39034655800045925,0.6048588460544515,0.21451228805399225,1.3072698775894447,reliable,False,STEP8_1,step8,1.0,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,,0,,0.7781186880065158,0.0,1.0,0.0,False,True,final post-adoption 2P sanity override,-286.58297321573025,1.6212266884573596,True,True,False,False
2025 MK68,19.645834847371926,22.16473611111111,140,2.1263387037037034,2.5015749455337692,0.5962089738231385,0.5652385881476221,0.7552972205440689,0.19005863239644682,1.7317435929753262,ambiguous,True,STEP8_2,step8,0.6325000000000001,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,5.003|5.577|4.545|4.166,4,13.68|17.49|22.66|32.33,0.8825529745107482,13.679756686623193,0.2025,0.43,False,False,None,13.679756686623193,0.9960572257705252,False,False,False,False
2025 MK83,20.850450369145157,22.772707792207793,333,12.047805902777778,3.0409886941279582,0.48909173872283024,0.5315145752338033,0.6769081406673578,0.14539356543355453,1.569049683053919,ambiguous,False,STEP8_1,step8,0.8125,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,6.082|2.698,2,17.17|30.42,0.6014411193351988,17.169396245243263,0.0875,0.725,False,False,None,17.169396245243263,1.0563385113725732,False,False,False,False
2025 MK88,18.89906430575845,23.194731707317075,220,12.034087199074074,1.2616735032156292,0.44606244443211523,0.5980945928613011,0.886757178182151,0.28866258532085,1.5080820743066963,insufficient,True,STEP8_4,step8,0.48,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.664|1.332|1.411|1.198|2.397,5,0.00|0.04|26.27|36.20|37.85,0.39827386967054845,,,,False,False,None,,,False,False,False,False
2025 ML10,18.97161400437009,23.201603174603175,271,6.0111391898148145,4.1023888309636645,1.1043621372548487,0.5080734512019873,0.6171585200263756,0.10908506882438829,2.7653165631443675,ambiguous,True,STEP8_3,step8,0.7925000000000001,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,8.205,1,7.77,,7.771685157510262,0.2325,0.555,False,False,None,7.771685157510262,0.9487074192537112,False,False,False,False
2025 ML17,19.16260798437431,23.279390909090907,241,12.046266296296297,6.723497467700259,0.550017929566894,0.38198818415738245,0.4855616203948898,0.10357343623750737,1.6596143136528394,ambiguous,False,STEP8_1,step8,0.825,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,3.362,1,37.30,0.5350868569657385,0.0,0.6275,0.1975,False,True,final post-adoption 2P sanity override,-37.29453446310771,1.0735247023781185,False,True,False,False
2025 ML35,20.175116094205052,23.103979591836737,411,12.035021597222222,10.619136703431375,1.1671569981468823,0.5465976937891561,0.8044111898634903,0.2578134960743341,2.9299674743023956,ambiguous,False,STEP8_1,step8,0.935,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,21.238,1,7.54,0.275281437692587,7.541366326981404,0.295,0.64,False,False,None,7.541366326981404,0.8389012173001293,False,False,False,False
2025 ML52,19.522221794079012,22.90611386138614,428,12.03600789351852,4.618468145187339,0.7250632357022263,0.5347528994253636,0.7910946429692984,0.2563417435439348,1.9499581663708698,ambiguous,False,STEP8_1,step8,0.8725,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,9.237,1,31.87,0.23144888670693284,31.873095272176897,0.2275,0.645,False,False,None,31.873095272176897,0.8967674401164737,False,False,False,False
2025 ML53,19.14869829666494,22.832045454545458,85,12.043353101851851,4.725457347865576,0.7387688080715579,0.3617823373272486,0.6957765506609164,0.33399421333366774,1.9747290870963585,insufficient,True,STEP8_2,step8,0.0075,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,2.622|5.243|2.363|2.944|5.888,5,11.24|13.20|16.22|28.68|34.66,,0.0,0.175,0.0075,False,True,BIC-dominant 2P physical promotion,-65.97980244730294,1.0701634953217127,False,False,False,False
2025 MM37,20.297398356811065,22.40195138888889,291,9.02585,3.7002772953736653,0.32150200349197133,0.4650236640261909,0.5629176884276355,0.09789402440144457,1.3446238227454272,ambiguous,False,STEP8_1,step8,0.7425,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,1.850|3.434,2,22.13|35.99,0.5640653061701985,0.0,0.6075,0.135,False,True,final post-adoption 2P sanity override,-22.129436238811422,1.1128841175458903,False,True,False,False
2025 MM81,22.038631148725827,22.902367816091957,389,9.035825,1.1010440448487413,1.1121855803137501,0.5191016527012273,0.6433831659928018,0.12428151329157444,2.7853144491803343,reliable,False,STEP8_1,step8,1.0,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,,0,,0.30640030732964507,0.0,1.0,0.0,False,True,final post-adoption 2P sanity override,-179.36005881477956,1.2156102869036363,True,True,False,False
2025 MM82,19.558833660983804,22.956376963350785,408,12.036519594907407,2.5083340400385907,0.8264606021072646,0.7777077106293433,0.8760168377889705,0.09830912715962725,2.1408401489222406,ambiguous,False,STEP8_1,step8,0.815,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,5.017,1,28.96,0.20288141120438838,28.957257499289085,0.1525,0.6625,False,False,None,28.957257499289085,0.9295412391157317,False,False,False,False
2025 MN25,21.356278828234444,22.952035714285717,318,12.04477730324074,0.3611176205843569,0.36697359184844713,0.3940775810823318,0.5528324127191304,0.1587548316367986,1.4021337294637009,reliable,False,STEP8_1,step8,1.0,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,,0,,0.4437715370302477,0.0,1.0,0.0,False,True,final post-adoption 2P sanity override,-54.330047735298194,1.1859647014329717,True,True,False,False
2025 MN37,18.397097364661228,22.204711229946525,391,9.034805104166667,3.9859434283088238,0.8807276398008763,0.5568927839826365,0.7151866646624754,0.15829388067983885,2.2505623847392333,ambiguous,True,STEP8_1,step8,0.4175,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,3.415|4.783|6.829,3,7.00|10.43|34.83,,,,,False,False,None,,,False,False,False,False
2025 MN45,19.444515082716983,22.243,494,12.045791400462964,0.03137095042169292,0.3861674356590481,0.414728455403818,0.58182707836216,0.167098622958342,1.4271412996943664,reliable,False,STEP8_1,step8,1.0,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,0.063,1,22.48,0.20370415837279085,22.48485664331986,0.005,0.995,False,False,None,22.48485664331986,0.9958606405092542,False,False,False,False
2025 MN7,18.623400398536113,22.998082758620686,347,12.043866203703704,10.55900598680873,0.7202159766536209,0.4516905575114514,0.6626364078759934,0.21094585036454205,1.9412720006035618,ambiguous,False,STEP8_1,step8,0.8799999999999999,True,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,,0,,0.28585134193392137,0.0,0.7625,0.1175,False,True,final post-adoption 2P sanity override,-52.79911141093942,0.9793017146935781,False,True,False,False
2025 MO35,18.937020581107042,22.36891304347826,404,12.044313900462964,6.277166853661479,0.4699252300735212,0.5440851404375913,0.7435281573068089,0.19944301686921762,1.541594286405664,ambiguous,True,STEP8_3,step8,0.7075,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,3.139|3.613,2,23.78|29.50,0.4246760147519784,0.0,0.6125,0.095,False,True,final post-adoption 2P sanity override,-23.777235090243494,1.001938026278297,False,True,False,False
2025 MO39,20.10998727579415,22.844083333333334,122,2.126335798611111,3.5305198165618457,0.9698326398245203,0.38141989564011425,0.4668120592725842,0.08539216363246993,2.4430539405403646,ambiguous,True,STEP8_3,step8,0.7275,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,7.061|3.084|4.128|4.955|9.909,5,9.70|11.41|20.69|23.08|29.85,0.5461382575738769,9.695089511396588,0.125,0.6025,False,False,None,9.695089511396588,0.9992806786475644,False,False,False,False
2025 MO47,19.042305005228883,23.426807407407406,278,12.03795829861111,9.128309610321221,0.6770262430736291,0.4353556899368449,0.7568577915132835,0.32150210157643855,1.8655654806987043,ambiguous,True,STEP8_2,step8,0.46749999999999997,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,10.137|4.564|11.286|5.643,4,7.43|21.10|25.02|26.48,0.25567684384204103,0.0,0.41,0.0575,False,True,BIC-dominant 2P physical promotion,-21.10326032876486,0.9599347378042211,False,True,False,False
2025 MO79,20.683002681258284,23.266363636363636,122,12.042841400462963,4.910131474474475,1.273731167456647,0.6230308752276024,0.6793038981244983,0.05627302289689595,3.232157139807989,ambiguous,True,STEP8_1,step8,0.5025,False,False,False,,BIC_phys_primary_bootstrap_phys_frac_tiebreaker_global_raw_bic_override_v49,diagnostic_only,6.177|7.093|5.471|2.735|3.088|3.546,6,6.91|13.27|13.65|28.11|28.51|37.53,0.6302590876467293,0.0,0.4975,0.005,False,True,BIC-dominant 2P physical promotion,-39.33701964224974,2.4475618822823915,True,True,False,False
